carat,cut,color,clarity,depth,table,price,x,y,z
0.5,Ideal,E,SI2,62.6,56.0,1104,5.05,5.11,3.18
0.5,Ideal,E,SI2,61.8,58.0,1104,5.08,5.11,3.15
0.38,Ideal,F,VVS2,62.7,56.0,1104,4.64,4.61,2.9
0.4,Ideal,G,VS1,62.9,55.0,1104,4.76,4.71,2.98
0.73,Fair,H,I1,66.2,56.0,1104,5.62,5.46,3.69
0.54,Very Good,I,SI2,62.9,57.0,1105,5.18,5.21,3.27
0.51,Very Good,I,SI2,60.5,56.0,1105,5.23,5.25,3.17
0.45,Ideal,G,VVS2,61.8,57.0,1105,4.9,4.94,3.04
0.42,Very Good,E,VS1,62.1,55.0,1105,4.81,4.85,3.0
0.41,Ideal,D,VS1,62.4,56.0,1105,4.75,4.8,2.98
0.41,Premium,D,VVS2,61.9,59.0,1105,4.75,4.78,2.95
0.41,Ideal,D,VVS2,62.5,57.0,1105,4.72,4.75,2.96
0.41,Ideal,D,VVS2,61.1,56.0,1105,4.78,4.81,2.93
0.41,Premium,D,VVS2,62.2,58.0,1105,4.78,4.8,2.98
0.42,Premium,E,VS1,62.2,59.0,1105,4.76,4.79,2.97
0.42,Premium,E,VS1,59.5,59.0,1105,4.86,4.88,2.9
0.45,Very Good,G,VVS2,61.4,61.0,1105,4.89,4.95,3.02
0.42,Ideal,E,VS1,61.6,57.0,1105,4.8,4.84,2.97
0.31,Ideal,E,VVS1,61.7,55.0,1105,4.38,4.4,2.71
0.31,Ideal,E,VVS1,61.3,56.0,1105,4.38,4.4,2.69
0.31,Ideal,E,VVS1,61.5,56.0,1105,4.34,4.37,2.68
0.35,Very Good,I,VS2,61.7,57.0,491,4.52,4.56,2.8
0.34,Ideal,F,SI1,59.4,57.0,491,4.54,4.58,2.71
0.3,Premium,H,VS1,62.1,59.0,491,4.25,4.28,2.65
0.3,Good,H,VS1,63.2,58.0,491,4.22,4.26,2.68
0.24,Very Good,F,VVS2,61.9,56.0,492,3.97,4.01,2.47
0.23,Very Good,D,VVS2,62.5,58.0,492,3.89,3.92,2.44
0.24,Very Good,D,VVS2,62.9,59.0,492,3.95,3.97,2.49
0.24,Very Good,E,VVS1,63.5,57.0,492,3.94,3.96,2.51
0.23,Very Good,E,VVS1,62.0,58.0,492,3.92,3.95,2.44
0.24,Very Good,D,VVS1,61.9,54.0,492,3.99,4.02,2.48
0.23,Very Good,D,VVS1,61.3,61.0,492,3.94,3.99,2.43
0.28,Very Good,G,VS2,61.3,57.0,492,4.21,4.24,2.59
0.23,Very Good,E,IF,59.9,58.0,492,3.98,4.03,2.4
0.28,Good,F,VVS2,64.9,57.0,492,4.13,4.16,2.69
0.24,Good,F,VVS2,65.0,58.0,492,3.89,3.93,2.54
0.24,Good,E,VVS2,65.0,58.0,492,3.85,3.9,2.52
0.24,Good,F,VVS1,64.8,57.0,492,3.9,3.94,2.54
0.24,Good,E,VVS1,60.8,64.0,492,3.97,3.99,2.42
0.28,Good,E,VVS1,64.6,55.0,492,4.15,4.18,2.69
0.24,Good,F,IF,65.1,58.0,492,3.86,3.88,2.52
0.33,Premium,D,SI2,62.7,58.0,492,4.39,4.41,2.76
0.33,Ideal,D,SI2,62.4,57.0,492,4.39,4.42,2.75
0.33,Ideal,D,SI2,62.4,56.0,492,4.41,4.44,2.76
0.33,Good,G,SI1,63.2,57.0,492,4.39,4.44,2.79
0.33,Ideal,D,SI2,60.9,56.0,492,4.45,4.48,2.72
0.33,Good,D,SI2,63.4,56.0,492,4.4,4.43,2.8
0.33,Premium,D,SI2,59.5,59.0,492,4.48,4.5,2.67
0.33,Ideal,D,SI2,61.3,56.0,492,4.45,4.49,2.74
0.33,Good,D,SI2,63.3,53.0,492,4.39,4.42,2.79
0.33,Premium,D,SI2,61.6,59.0,492,4.41,4.42,2.72
0.5,Good,J,VVS2,64.1,57.0,1105,5.0,4.95,3.19
0.63,Very Good,G,SI2,63.3,59.0,1105,5.51,5.31,3.45
0.52,Premium,I,SI1,62.9,58.0,1105,5.14,5.04,3.2
0.59,Premium,H,SI1,62.2,59.0,1106,5.38,5.32,3.33
0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92
0.53,Very Good,J,VS1,61.4,56.0,1106,5.19,5.23,3.2
0.4,Ideal,E,VVS2,62.6,54.0,1106,4.71,4.74,2.96
0.4,Ideal,E,VVS2,61.4,59.0,1106,4.71,4.74,2.9
0.4,Ideal,E,VVS2,62.5,54.0,1106,4.73,4.77,2.97
0.5,Very Good,F,SI1,63.1,61.0,1106,5.06,4.98,3.17
0.5,Very Good,F,SI1,63.2,58.0,1106,5.08,5.04,3.2
0.39,Very Good,F,VVS1,60.8,57.0,1107,4.72,4.75,2.88
0.51,Good,G,SI1,63.1,64.0,1107,5.08,5.03,3.19
0.43,Fair,E,VS2,60.5,59.0,1107,4.92,4.9,2.97
0.32,Ideal,D,VVS2,61.6,55.0,1107,4.41,4.45,2.73
0.44,Ideal,I,VVS1,61.2,55.0,1107,4.92,4.95,3.02
0.34,Ideal,E,VVS1,61.8,55.0,1107,4.49,4.5,2.78
0.5,Ideal,G,SI2,61.4,57.0,1107,5.1,5.13,3.14
0.5,Good,G,SI2,63.8,57.0,1107,5.02,4.98,3.19
0.41,Ideal,I,VVS1,61.3,56.0,1107,4.85,4.8,2.96
0.41,Premium,I,VVS1,62.0,56.0,1107,4.77,4.75,2.95
0.41,Premium,I,VVS1,61.5,59.0,1107,4.81,4.75,2.94
0.41,Ideal,I,VVS1,61.8,55.0,1107,4.79,4.76,2.95
0.41,Premium,I,VVS1,61.9,57.0,1107,4.82,4.78,2.97
0.41,Premium,I,VVS1,59.8,61.0,1107,4.84,4.79,2.88
0.41,Ideal,F,VS2,61.0,57.0,1107,4.81,4.76,2.92
0.41,Ideal,F,VS2,61.8,56.0,1107,4.8,4.78,2.96
0.41,Ideal,F,VS2,61.4,55.0,1107,4.83,4.78,2.95
0.41,Premium,F,VS2,61.1,56.0,1107,4.84,4.79,2.94
0.41,Premium,F,VS2,61.3,58.0,1107,4.84,4.79,2.95
0.41,Ideal,F,VS2,60.8,56.0,1107,4.81,4.8,2.92
0.41,Ideal,F,VS2,61.1,56.0,1107,4.83,4.8,2.94
0.41,Premium,F,VS2,60.3,58.0,1107,4.85,4.8,2.91
0.41,Premium,F,VS2,60.3,60.0,1107,4.84,4.81,2.91
0.41,Ideal,F,VS2,60.0,56.0,1107,4.88,4.82,2.91
0.41,Ideal,F,VS2,62.6,57.0,1107,4.79,4.76,2.99
0.41,Ideal,F,VS2,61.8,56.0,1107,4.79,4.76,2.95
0.41,Premium,F,VS2,61.6,59.0,1107,4.77,4.74,2.93
0.41,Ideal,F,VS2,60.9,57.0,1107,4.78,4.74,2.9
0.41,Ideal,F,VS2,62.1,56.0,1107,4.79,4.74,2.96
0.41,Premium,F,VS2,62.4,56.0,1107,4.77,4.75,2.97
0.41,Ideal,F,VS2,62.3,57.0,1107,4.78,4.75,2.97
0.41,Ideal,F,VS2,61.8,57.0,1107,4.79,4.75,2.95
0.41,Premium,F,VS2,62.6,58.0,1107,4.81,4.75,2.99
0.41,Very Good,F,VS2,63.2,57.0,1107,4.76,4.74,3.0
0.41,Ideal,F,VS2,61.9,56.0,1107,4.76,4.74,2.94
0.41,Ideal,F,VS2,62.7,57.0,1107,4.78,4.73,2.98
0.41,Premium,F,VS2,62.8,58.0,1107,4.73,4.69,2.96
0.41,Premium,F,VS2,62.6,57.0,1107,4.74,4.71,2.96
0.41,Ideal,F,VS2,62.7,56.0,1107,4.78,4.72,2.98
0.41,Ideal,F,VS2,62.8,57.0,1107,4.76,4.73,2.98
0.41,Ideal,F,VS2,61.8,57.0,1107,4.78,4.73,2.94
0.7,Premium,I,I1,62.3,58.0,1107,5.69,5.55,3.51
0.31,Premium,E,VVS2,62.3,56.0,1107,4.34,4.3,2.69
0.37,Very Good,D,VVS1,62.3,54.0,1108,4.57,4.65,2.87
0.51,Very Good,D,SI2,61.5,59.0,1108,5.07,5.14,3.14
0.42,Ideal,H,VVS1,62.8,57.0,1108,4.79,4.79,3.01
0.42,Very Good,D,VS1,62.5,57.0,1109,4.75,4.85,3.0
0.46,Good,F,VS1,56.5,61.0,1109,5.11,5.05,2.87
0.59,Very Good,I,SI1,62.8,59.0,1109,5.34,5.36,3.36
0.55,Ideal,I,SI2,60.4,56.0,1109,5.32,5.36,3.23
0.32,Ideal,E,VVS2,62.4,56.0,1109,4.43,4.39,2.75
0.34,Ideal,D,VS1,60.9,56.0,1109,4.56,4.51,2.76
0.51,Premium,D,SI2,60.2,58.0,1109,5.24,5.2,3.14
0.33,Very Good,D,VS1,63.2,56.0,1109,4.45,4.44,2.81
0.51,Fair,D,SI2,66.5,58.0,1109,4.95,4.89,3.27
0.53,Very Good,F,SI2,63.2,55.0,1110,5.17,5.18,3.27
0.48,Premium,F,SI1,60.6,62.0,1110,5.06,5.0,3.05
0.5,Ideal,I,VS2,62.4,55.0,1110,5.09,5.11,3.18
0.5,Ideal,I,VS2,62.0,55.0,1110,5.1,5.12,3.17
0.41,Ideal,G,SI1,61.6,57.0,1110,4.77,4.81,2.95
0.41,Ideal,G,SI1,62.1,55.0,1110,4.78,4.81,2.98
0.47,Premium,G,SI1,59.5,60.0,1110,5.09,5.06,3.02
0.4,Good,E,SI1,60.6,65.0,1110,4.74,4.71,2.86
0.4,Very Good,F,VVS1,62.9,55.0,1111,4.71,4.74,2.97
0.4,Very Good,F,VVS1,61.9,59.0,1111,4.71,4.75,2.93
0.4,Very Good,F,VVS1,62.3,60.0,1111,4.65,4.69,2.91
0.52,Premium,F,SI2,61.7,58.0,1111,5.12,5.16,3.17
0.52,Good,H,SI1,63.1,57.0,1111,5.09,5.14,3.23
0.52,Very Good,H,SI1,62.6,55.0,1111,5.12,5.16,3.22
0.4,Ideal,D,VVS2,62.8,56.0,1111,4.68,4.72,2.95
0.54,Ideal,E,SI2,62.7,57.0,1111,5.2,5.23,3.27
0.7,Good,I,I1,63.9,62.0,1111,5.62,5.57,3.58
0.52,Very Good,E,SI2,60.7,56.0,1112,5.17,5.21,3.15
0.52,Premium,F,SI1,62.0,59.0,1112,5.18,5.15,3.2
0.54,Good,E,SI2,63.9,54.0,1112,5.18,5.12,3.29
0.38,Ideal,E,VS2,60.1,56.0,1112,4.72,4.69,2.83
0.3,Ideal,D,VVS1,62.2,57.0,1112,4.35,4.3,2.69
0.38,Ideal,E,VS2,61.7,55.0,1112,4.68,4.66,2.88
0.38,Premium,E,VS2,60.5,62.0,1112,4.74,4.65,2.84
0.38,Premium,E,VS2,60.5,58.0,1112,4.7,4.66,2.83
0.38,Premium,E,VS2,60.3,58.0,1112,4.72,4.67,2.83
0.38,Premium,E,VS2,59.2,60.0,1112,4.77,4.73,2.81
0.38,Premium,E,VS2,62.2,59.0,1112,4.67,4.63,2.89
0.38,Premium,E,VS2,61.8,58.0,1112,4.64,4.61,2.86
0.38,Ideal,E,VS1,62.2,55.0,1112,4.67,4.63,2.89
0.57,Ideal,J,VS2,62.5,54.0,1113,5.32,5.34,3.33
0.53,Ideal,G,SI2,62.3,53.0,1113,5.21,5.25,3.26
0.57,Ideal,I,SI1,61.6,54.0,1113,5.36,5.38,3.31
0.46,Good,F,VS1,64.4,60.0,1113,4.88,4.9,3.15
0.43,Premium,G,VS2,60.8,59.0,1113,4.91,4.86,2.97
0.53,Premium,H,SI2,62.5,60.0,1113,5.18,5.16,3.23
0.43,Premium,H,VS1,62.3,58.0,1113,4.81,4.75,2.98
0.43,Premium,H,VS1,60.0,59.0,1113,4.98,4.86,2.95
0.43,Premium,G,VS2,61.3,58.0,1113,4.86,4.83,2.97
0.43,Premium,G,VS2,61.1,58.0,1113,4.88,4.84,2.97
0.43,Premium,G,VS2,61.2,58.0,1113,4.9,4.84,2.98
0.43,Premium,G,VS2,59.1,60.0,1113,4.93,4.88,2.9
0.43,Premium,G,VS2,62.9,59.0,1113,4.83,4.78,3.02
0.43,Premium,G,VS2,62.3,58.0,1113,4.85,4.81,3.01
0.43,Premium,G,VS2,61.1,59.0,1113,4.86,4.83,2.96
0.53,Very Good,J,VS2,62.9,58.0,1114,5.16,5.18,3.25
0.54,Ideal,I,SI1,61.4,56.0,1114,5.25,5.27,3.23
0.54,Ideal,I,SI1,61.7,56.0,1114,5.25,5.29,3.25
0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68
0.3,Ideal,F,VVS1,62.4,56.0,1114,4.31,4.28,2.68
0.3,Premium,F,VVS1,62.0,59.0,1114,4.28,4.24,2.64
0.33,Premium,E,VVS2,60.3,58.0,1114,4.49,4.47,2.7
0.33,Ideal,F,IF,61.5,55.0,1114,4.47,4.44,2.74
0.3,Premium,F,VVS1,61.8,59.0,1114,4.29,4.26,2.64
0.36,Ideal,D,VVS2,61.6,57.0,1114,4.59,4.56,2.82
0.33,Ideal,E,VVS2,61.7,57.0,1114,4.44,4.41,2.73
0.33,Ideal,E,VVS2,61.2,57.0,1114,4.47,4.45,2.73
0.3,Ideal,F,VVS1,61.9,57.0,1114,4.33,4.3,2.67
0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75
0.33,Ideal,H,IF,61.9,55.0,1114,4.44,4.42,2.74
0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7
0.33,Premium,H,IF,62.0,58.0,1114,4.42,4.39,2.73
0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73
0.33,Premium,G,VVS1,60.9,60.0,1114,4.5,4.46,2.73
0.33,Ideal,G,VVS1,61.7,54.0,1114,4.48,4.47,2.76
0.33,Premium,G,VVS1,60.9,58.0,1114,4.47,4.43,2.71
0.33,Premium,G,VVS1,60.4,59.0,1114,4.47,4.44,2.69
0.33,Ideal,G,VVS1,61.5,56.0,1114,4.46,4.45,2.74
0.33,Ideal,G,VVS1,61.7,56.0,1114,4.47,4.45,2.75
0.33,Ideal,G,VVS1,62.0,56.0,1114,4.48,4.45,2.77
0.33,Ideal,G,VVS1,62.0,56.0,1114,4.48,4.45,2.77
0.33,Ideal,G,VVS1,62.2,57.0,1114,4.46,4.41,2.76
0.33,Premium,G,VVS1,61.2,60.0,1114,4.44,4.42,2.71
0.33,Ideal,G,VVS1,61.8,55.0,1114,4.45,4.42,2.74
0.33,Ideal,G,VVS1,60.8,56.0,1114,4.46,4.42,2.7
0.33,Ideal,G,VVS1,62.3,55.0,1114,4.46,4.43,2.77
0.33,Premium,G,VVS1,61.9,59.0,1114,4.41,4.38,2.72
0.33,Premium,G,VVS1,62.8,59.0,1114,4.44,4.38,2.77
0.33,Premium,G,VVS1,61.4,60.0,1114,4.44,4.39,2.71
0.33,Premium,G,VVS1,62.1,58.0,1114,4.43,4.4,2.74
0.5,Fair,E,SI2,59.8,66.0,1114,5.18,5.09,3.07
0.54,Fair,F,SI1,61.4,66.0,1114,5.24,5.18,3.2
0.5,Fair,E,SI1,65.1,58.0,1114,5.04,4.94,3.25
0.32,Ideal,D,VS1,60.9,57.0,1114,4.48,4.45,2.72
0.41,Ideal,F,VVS2,61.9,55.0,1115,4.78,4.79,2.96
0.41,Premium,F,VVS2,60.1,59.0,1115,4.79,4.82,2.89
0.41,Very Good,F,VVS2,60.3,58.0,1115,4.79,4.83,2.9
0.41,Ideal,F,VVS2,61.9,55.0,1115,4.74,4.79,2.95
0.41,Ideal,F,VVS2,60.1,57.0,1115,4.83,4.85,2.91
0.41,Premium,F,VVS2,60.4,58.0,1115,4.8,4.84,2.91
0.41,Ideal,F,VVS2,61.7,57.0,1115,4.73,4.8,2.94
0.41,Premium,F,VVS2,61.0,59.0,1115,4.77,4.83,2.93
0.41,Ideal,F,VVS2,61.0,56.0,1115,4.78,4.82,2.93
0.41,Ideal,F,VVS2,62.6,55.0,1115,4.73,4.76,2.97
0.41,Premium,F,VVS2,61.0,59.0,1115,4.79,4.82,2.93
0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
0.41,Ideal,F,VVS2,60.6,57.0,1115,4.81,4.86,2.93
0.41,Ideal,F,VVS2,61.4,56.0,1115,4.76,4.81,2.94
0.41,Premium,F,VVS2,60.1,58.0,1115,4.79,4.83,2.89
0.41,Ideal,F,VVS2,61.2,56.0,1115,4.78,4.8,2.93
0.41,Ideal,F,VVS2,62.3,56.0,1115,4.73,4.77,2.96
0.41,Ideal,F,VVS2,62.5,56.0,1115,4.72,4.75,2.96
0.41,Ideal,F,VVS2,61.7,56.0,1115,4.78,4.81,2.96
0.41,Premium,F,VVS2,60.6,58.0,1115,4.79,4.84,2.92
0.41,Premium,F,VVS2,62.4,58.0,1115,4.7,4.76,2.95
0.41,Ideal,E,VS1,60.4,55.0,1115,4.85,4.89,2.94
0.41,Ideal,H,VVS1,62.7,54.0,1115,4.79,4.78,3.0
0.41,Premium,H,VVS1,60.4,58.0,1115,4.85,4.79,2.91
0.41,Premium,H,VVS1,61.4,60.0,1115,4.78,4.73,2.92
0.41,Ideal,H,VVS1,62.2,57.0,1115,4.78,4.74,2.96
0.41,Ideal,H,VVS1,61.4,56.0,1115,4.8,4.77,2.94
0.7,Premium,G,I1,59.2,61.0,1115,5.76,5.7,3.39
0.7,Very Good,G,I1,63.1,56.0,1115,5.6,5.51,3.51
0.7,Fair,G,I1,64.6,59.0,1115,5.64,5.48,3.6
0.51,Premium,H,SI1,60.6,59.0,1116,5.17,5.13,3.12
0.41,Very Good,E,VVS2,62.2,57.0,1116,4.76,4.79,2.97
0.4,Very Good,F,VVS1,63.7,58.0,1116,4.65,4.68,2.97
0.49,Very Good,F,SI1,62.5,57.0,1116,4.99,5.02,3.13
0.51,Premium,H,SI1,61.9,56.0,1116,5.13,5.12,3.17
0.51,Good,H,SI1,63.6,57.0,1116,5.09,5.04,3.22
0.38,Ideal,F,VS1,61.3,56.0,1116,4.68,4.72,2.88
0.35,Ideal,E,VVS1,62.2,56.0,1116,4.53,4.51,2.81
0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79
0.35,Ideal,E,VVS1,62.0,56.0,1116,4.58,4.51,2.82
0.35,Ideal,E,VVS1,60.7,57.0,1116,4.57,4.53,2.76
0.35,Premium,E,VVS1,60.7,59.0,1116,4.58,4.55,2.77
0.35,Premium,E,VVS1,61.0,58.0,1116,4.56,4.52,2.77
0.46,Ideal,E,SI2,61.3,56.0,1116,5.02,4.96,3.06
0.35,Premium,G,IF,59.1,59.0,1116,4.62,4.59,2.72
0.35,Ideal,G,IF,61.4,55.0,1116,4.59,4.56,2.81
0.35,Premium,G,IF,60.6,60.0,1116,4.57,4.54,2.76
0.35,Ideal,G,IF,61.8,55.0,1116,4.56,4.54,2.81
0.35,Ideal,G,IF,62.3,55.0,1116,4.52,4.5,2.81
0.35,Premium,G,IF,62.2,58.0,1116,4.52,4.45,2.79
0.62,Good,J,SI1,59.9,65.0,1116,5.58,5.5,3.32
0.32,Ideal,H,IF,61.1,56.0,1116,4.46,4.45,2.72
0.32,Premium,H,IF,60.7,58.0,1116,4.47,4.46,2.71
0.47,Premium,G,VS2,61.0,59.0,1116,5.03,5.0,3.06
0.31,Premium,E,VVS2,62.2,56.0,1116,4.31,4.28,2.67
0.39,Very Good,F,VVS2,58.2,62.0,1117,4.77,4.82,2.79
0.58,Very Good,G,SI2,63.3,58.0,1117,5.26,5.29,3.34
0.38,Ideal,F,VVS2,61.0,57.0,1117,4.69,4.72,2.87
0.38,Very Good,D,VS2,63.4,55.0,1117,4.67,4.63,2.95
0.38,Premium,D,VS2,58.8,61.0,1117,4.74,4.71,2.78
0.38,Premium,F,VS1,60.2,58.0,1117,4.73,4.71,2.84
0.38,Premium,D,VS2,61.5,62.0,1117,4.63,4.6,2.84
0.38,Premium,D,VS2,58.8,61.0,1117,4.77,4.72,2.79
0.38,Premium,D,VS2,58.7,61.0,1117,4.77,4.74,2.79
0.55,Ideal,G,SI2,62.1,56.0,1117,5.25,5.22,3.25
0.38,Ideal,H,VS1,60.6,57.0,1117,4.73,4.7,2.85
0.43,Ideal,G,VVS1,61.5,56.0,1118,4.87,4.89,3.0
0.5,Ideal,F,SI2,60.5,56.0,1118,5.17,5.19,3.14
0.38,Premium,E,VVS1,60.6,59.0,1119,4.65,4.62,2.81
0.36,Very Good,D,VVS1,59.0,59.0,1119,4.66,4.69,2.76
0.44,Premium,H,VVS1,60.1,58.0,1119,4.92,4.96,2.97
0.51,Good,H,SI1,63.7,56.0,1119,5.07,5.1,3.24
0.51,Good,H,SI1,63.4,57.0,1119,5.06,5.09,3.22
0.56,Ideal,J,SI1,61.8,58.0,1119,5.27,5.31,3.27
0.5,Ideal,H,SI2,62.3,56.0,1119,5.14,5.09,3.19
0.52,Good,E,SI2,63.7,56.0,1120,5.12,5.15,3.27
0.52,Very Good,E,SI2,61.8,54.0,1120,5.15,5.18,3.19
0.52,Very Good,E,SI2,62.9,56.0,1120,5.12,5.15,3.23
0.43,Ideal,I,VVS1,60.6,57.0,1120,4.88,4.94,2.97
0.38,Ideal,F,VVS1,61.5,56.0,1120,4.68,4.71,2.88
0.3,Ideal,E,IF,60.9,56.0,1120,4.31,4.33,2.63
0.4,Good,G,IF,59.7,62.0,1120,4.75,4.8,2.85
0.5,Good,G,SI2,62.3,64.0,1121,5.1,5.02,3.15
0.5,Premium,G,SI2,62.6,58.0,1121,5.09,5.03,3.17
0.41,Ideal,G,VS1,61.1,55.0,1121,4.79,4.83,2.94
0.57,Ideal,H,SI2,62.0,57.0,1121,5.3,5.35,3.3
0.51,Ideal,G,SI2,61.9,55.0,1121,5.12,5.14,3.17
0.52,Ideal,F,SI2,61.5,55.0,1121,5.17,5.2,3.19
0.52,Ideal,F,SI2,61.3,55.0,1121,5.18,5.2,3.18
0.52,Premium,G,SI2,59.2,60.0,1121,5.29,5.21,3.11
0.39,Premium,E,VS2,60.9,60.0,1121,4.71,4.68,2.86
0.41,Very Good,F,VVS1,61.4,58.0,1122,4.76,4.78,2.93
0.5,Very Good,F,SI1,60.0,54.0,1122,5.13,5.2,3.1
0.51,Very Good,G,SI1,63.4,56.0,1122,5.03,5.1,3.21
0.53,Good,J,VS2,63.8,57.0,1122,5.12,5.1,3.26
0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26
0.53,Premium,J,VS2,60.9,59.0,1122,5.27,5.2,3.19
0.51,Ideal,I,SI1,62.5,57.0,1122,5.1,5.07,3.18
0.31,Ideal,F,IF,62.3,57.0,1122,4.34,4.3,2.69
0.31,Premium,F,IF,60.8,59.0,1122,4.39,4.36,2.66
0.31,Premium,F,IF,61.6,58.0,1122,4.37,4.33,2.68
0.5,Fair,H,VS2,62.4,69.0,1122,5.07,4.99,3.14
0.41,Ideal,D,SI1,61.8,56.0,1122,4.78,4.73,2.94
0.31,Ideal,F,IF,62.2,56.0,1122,4.34,4.31,2.69
0.34,Premium,G,VVS1,61.5,59.0,1122,4.5,4.47,2.76
0.39,Ideal,E,VS1,60.2,56.0,1123,4.79,4.78,2.88
0.5,Very Good,D,SI2,58.9,60.0,1123,5.2,5.23,3.07
0.4,Premium,G,VVS1,62.3,58.0,1123,4.66,4.72,2.92
0.4,Ideal,D,VS1,59.9,57.0,1123,4.77,4.82,2.87
0.4,Ideal,G,VVS1,62.4,57.0,1123,4.74,4.78,2.97
0.4,Very Good,G,VVS1,61.7,58.0,1123,4.69,4.71,2.9
0.4,Premium,D,VS1,62.1,58.0,1123,4.7,4.73,2.93
0.4,Very Good,G,VVS1,60.9,57.0,1123,4.76,4.8,2.91
0.4,Very Good,D,VS1,62.9,56.0,1123,4.67,4.71,2.95
0.4,Premium,D,VS1,60.9,58.0,1123,4.78,4.81,2.92
0.4,Premium,D,VS1,62.5,60.0,1123,4.66,4.72,2.93
0.4,Premium,G,VVS1,61.5,58.0,1123,4.69,4.74,2.9
0.4,Ideal,G,VVS1,61.6,57.0,1123,4.75,4.76,2.93
0.4,Ideal,G,VVS1,61.4,55.0,1123,4.72,4.76,2.91
0.4,Ideal,G,VVS1,61.2,56.0,1123,4.75,4.79,2.92
0.4,Premium,D,VS1,59.2,59.0,1123,4.79,4.81,2.84
0.41,Ideal,G,VVS1,61.0,55.0,1123,4.8,4.82,2.93
0.41,Ideal,G,VVS1,61.5,57.0,1123,4.79,4.82,2.95
0.39,Premium,D,VS1,61.7,59.0,1123,4.69,4.64,2.88
0.53,Very Good,J,VS2,62.4,58.0,1124,5.15,5.24,3.24
0.44,Ideal,H,VVS1,61.1,57.0,1124,4.87,4.92,2.99
0.39,Ideal,F,VVS1,62.2,54.0,1124,4.71,4.74,2.94
0.39,Ideal,F,VVS1,62.3,55.0,1124,4.67,4.7,2.92
0.39,Ideal,F,VVS1,61.8,55.0,1124,4.69,4.73,2.91
0.39,Ideal,F,VVS1,61.7,55.0,1124,4.69,4.71,2.9
0.39,Ideal,F,VVS1,62.1,55.0,1124,4.69,4.71,2.92
0.37,Premium,E,VS1,60.4,58.0,1124,4.66,4.61,2.8
0.37,Ideal,E,VS1,61.2,56.0,1124,4.67,4.64,2.85
0.37,Ideal,D,VS2,61.6,56.0,1124,4.63,4.59,2.84
0.37,Ideal,D,VS2,61.3,56.0,1124,4.64,4.6,2.83
0.37,Ideal,D,VS2,61.0,56.0,1124,4.7,4.65,2.85
0.37,Premium,D,VS2,61.0,59.0,1124,4.63,4.59,2.81
0.5,Good,F,SI1,63.7,61.0,1125,5.02,4.99,3.19
0.5,Very Good,F,SI2,62.9,63.0,1125,4.99,4.93,3.12
0.5,Premium,F,SI1,59.6,61.0,1125,5.15,5.12,3.06
0.51,Premium,H,SI2,62.9,56.0,1125,5.08,5.06,3.19
0.6,Ideal,I,SI2,62.2,54.0,1125,5.4,5.44,3.37
0.52,Ideal,I,SI2,61.9,55.0,1125,5.17,5.23,3.22
0.64,Ideal,H,SI2,60.8,56.0,1125,5.57,5.61,3.4
0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9
0.3,Ideal,E,VVS2,61.4,55.0,1125,4.36,4.34,2.67
0.4,Premium,E,VS1,60.1,58.0,1125,4.76,4.72,2.85
0.4,Ideal,H,VVS2,60.8,55.0,1125,4.82,4.79,2.92
0.4,Premium,H,VVS2,60.9,58.0,1125,4.79,4.74,2.9
0.4,Premium,H,VVS2,60.6,60.0,1125,4.79,4.75,2.89
0.33,Premium,G,SI1,62.3,59.0,492,4.39,4.44,2.75
0.33,Premium,D,SI2,62.1,58.0,492,4.4,4.43,2.74
0.33,Very Good,G,SI1,61.6,57.0,492,4.42,4.45,2.73
0.33,Ideal,D,SI2,61.1,57.0,492,4.47,4.5,2.74
0.33,Very Good,D,SI2,62.9,56.0,492,4.41,4.43,2.78
0.33,Very Good,G,SI1,59.8,58.0,492,4.52,4.54,2.71
0.33,Ideal,G,SI1,61.3,56.0,492,4.46,4.51,2.75
0.33,Very Good,D,SI2,60.7,56.0,492,4.43,4.46,2.7
0.33,Very Good,G,SI1,61.1,59.0,492,4.42,4.45,2.71
0.33,Ideal,D,SI2,62.0,57.0,492,4.45,4.46,2.76
0.37,Very Good,E,SI2,61.6,56.0,493,4.61,4.65,2.85
0.23,Ideal,F,VS2,61.8,55.0,493,3.93,3.96,2.43
0.23,Ideal,F,VS1,61.9,56.0,493,3.94,3.96,2.44
0.31,Ideal,G,SI1,61.8,55.0,493,4.38,4.42,2.72
0.31,Ideal,G,SI1,61.6,57.0,493,4.32,4.35,2.67
0.31,Ideal,G,SI1,61.9,55.0,493,4.38,4.41,2.72
0.31,Ideal,G,SI1,61.2,56.0,493,4.37,4.39,2.68
0.31,Ideal,G,SI1,62.1,54.0,493,4.34,4.36,2.7
0.35,Very Good,F,SI2,61.2,55.0,494,4.56,4.57,2.79
